Job_Title,Location,Salary,Monthly_Salary,Locality,State
Robotics / STEM Trainer,"Indore, Madhya Pradesh","₹1,80,000 - ₹3,60,000 a year",270000.0,Remote,Madhya Pradesh
HTML Developers - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Java Developers - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
"Teachers - Pre-Primary and Primary (English, Mathematics, EVS and Computers)","Pulivendla, Andhra Pradesh","₹20,000 - ₹30,000 a month",25000.0,Remote,Andhra Pradesh
College Student,Remote,"₹15,000 - ₹20,000 a month",17500.0,Remote,Remote
Software Testers - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Web Developer - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Computer Operator and Data Entry - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Back Office Assistant,Remote,"₹14,678 - ₹22,689 a month",18683.5,Remote,Remote
Customer Service Officer,Remote,"From ₹12,800 a month",19250.0,Remote,Remote
Recruiter,Remote,"₹12,000 - ₹25,000 a month",18500.0,Remote,Remote
Sales Advisor_ Work From Home,Remote,"₹10,000 - ₹25,000 a month",17500.0,Remote,Remote
Junior Python Developer,"Kochi, Kerala","₹35,000 - ₹55,000 a month",45000.0,Remote,Kerala
Customer Support - Trainee,Remote,"₹3,00,000 - ₹6,00,000 a year",450000.0,Remote,Remote
Fresher KYC Verification Executive,"Indraprastha H.O, Delhi, Delhi","₹17,000 - ₹23,000 a month",20000.0,Indraprastha H.O,Delhi
Trainee,"Powai, Mumbai, Maharashtra","₹4,00,000 - ₹6,00,000 a year",500000.0,Powai,Maharashtra
Chat Support Representative- Mohali,"Mohali, Punjab","₹30,000 - ₹35,000 a month",32500.0,Remote,Punjab
"Fresher (ITI , Diploma or Any Degree)","Erode, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,Remote,Tamil Nadu
Python Intern Trainee,"Kulasegaram, Tamil Nadu","₹8,500 - ₹22,000 a month",15250.0,Remote,Tamil Nadu
Software Engineer Trainee - Freshers,"Tirunelveli, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Programmer Trainee,Remote,"From ₹2,71,362.01 a year",19250.0,Remote,Remote
Quality Analyst,Remote,"₹2,80,000 - ₹3,50,000 a year",315000.0,Remote,Remote
Data Entry Operator,"Hassan, Karnataka",Not specified,19250.0,Remote,Karnataka
Mobile App Developer - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Mega Walk-in drive Customer Service Representative- Fresher's,"Noida, Uttar Pradesh","₹13,000 - ₹17,000 a month",15000.0,Remote,Uttar Pradesh
Python Developer Trainee,Kerala,Not specified,19250.0,Kerala,Kerala
Junior Data Scientist,"Bengaluru, Karnataka","₹2,50,000 - ₹5,00,000 a year",375000.0,Remote,Karnataka
Digital Marketing - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Receptionist,"Thrissur, Kerala",Not specified,19250.0,Remote,Kerala
Web Developer - Fresher,"Madurai, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Document verification (office Fresher Applied Now),"Delhi Cantt, Delhi, Delhi","₹10,914.81 - ₹21,867.53 a month",16391.17,Delhi Cantt,Delhi
Graduate Trainee,Remote,Not specified,19250.0,Remote,Remote
Internship JOB Opening for freshers,Remote,"₹8,000 - ₹15,000 a month",11500.0,Remote,Remote
Consultant Doctor,"Tirupati, Andhra Pradesh","₹20,000 - ₹25,000 a month",22500.0,Remote,Andhra Pradesh
Software Trainees,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Back Office Assistant,"Pimpri-Chinchwad, Maharashtra","₹28,000 - ₹34,000 a month",31000.0,Remote,Maharashtra
Digital Marketing Intern,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote
Fresher - Malayalam,"Coimbatore, Tamil Nadu","₹8,086.00 - ₹26,786.74 a month",17436.37,Remote,Tamil Nadu
Call Quality Analyst,"Bengaluru, Karnataka","₹4,00,000 - ₹5,00,000 a year",450000.0,Remote,Karnataka
Marketing Intern,"Anantapur, Andhra Pradesh",Not specified,19250.0,Remote,Andhra Pradesh
Junior Engineers(Freshers),"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Social Media Manager,Remote,"From ₹32,000 a month",19250.0,Remote,Remote
HR Assistant,"Madurai, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,Remote,Tamil Nadu
Digital Marketing Intern,Remote,"₹2,000 - ₹5,000 a day",3500.0,Remote,Remote
Fresh Graduates (Male),"Singanallur, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Manager,"Idukki, Kerala",Not specified,19250.0,Remote,Kerala
Freshers - Trainee,"Hyderabad, Telangana",Not specified,19250.0,Remote,Telangana
Hiring Freshers for Bangalore Location ( Budget upto 45k inhand),"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month",40000.0,Remote,Karnataka
Phone Banking Officer,"Jaipur, Rajasthan","₹2,00,000 - ₹3,50,000 a year",275000.0,Remote,Rajasthan
"Trainee Engineer, Fresher","Indore, Madhya Pradesh",Not specified,19250.0,Remote,Madhya Pradesh
Content Creator,Remote,"₹30,000 - ₹60,000 a month",45000.0,Remote,Remote
Social Media Manager,Remote,"₹11,347.87 - ₹43,137.86 a month",27242.865,Remote,Remote
Amazon Advertising Executive,"Thrissur, Kerala","₹14,000 - ₹17,500 a month",15750.0,Remote,Kerala
Software Engineer,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Administration/Office Manager,"Thrissur, Kerala","₹15,000 - ₹25,000 a month",20000.0,Remote,Kerala
Draftsman,India,₹8 - ₹10 an hour,19250.0,India,India
Documents verification,"Vadapalani, Chennai, Tamil Nadu","₹15,000 - ₹30,000 a month",22500.0,Vadapalani,Tamil Nadu
Software Developer Fresher,India,Not specified,19250.0,India,India
E-Commerce works agency with Amazon PPC Ad management,Remote,"₹12,000.00 - ₹33,807.10 a month",22903.55,Remote,Remote
Delivery Partner/Delivery Executive,"Manipala, Karnataka","₹20,000 - ₹45,000 a month",32500.0,Remote,Karnataka
Store & Purchase Executive,"Durgapur, West Bengal","₹20,000 - ₹40,000 a month",30000.0,Remote,West Bengal
Account Executive,"Muvattupuzha, Kerala","₹12,000 - ₹60,000 a month",36000.0,Remote,Kerala
Software Trainee,"Pollachi H.O, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Need female graduates to train school student in Bandel,"Hugli, West Bengal","₹15,000 - ₹18,000 a month",16500.0,Remote,West Bengal
Billing Executive,"Idukki, Kerala","₹15,000 - ₹21,000 a month",18000.0,Remote,Kerala
Hotel Management Trainee,"Kottayam, Kerala","₹20,000 - ₹30,000 a month",25000.0,Remote,Kerala
FACULTY WANTED - COMMERCE,"Pollachi, Tamil Nadu","₹18,000 - ₹45,000 a month",31500.0,Remote,Tamil Nadu
Project Manager,Remote,"From ₹25,000 a month",19250.0,Remote,Remote
Editor,"Bengaluru, Karnataka","Up to ₹4,00,000 a year",19250.0,Remote,Karnataka
Front Office,"Kochi, Kerala","₹20,000 - ₹25,000 a month",22500.0,Remote,Kerala
RTO Executive,"Erode, Tamil Nadu","₹16,000 - ₹20,000 a month",18000.0,Remote,Tamil Nadu
HR Co-ordinator,"Thrissur, Kerala","₹12,000 - ₹15,000 a month",13500.0,Remote,Kerala
Content Writers - Part Time,"Hubli, Karnataka",Not specified,19250.0,Remote,Karnataka
Video Editor,Remote,"₹5,000 - ₹7,000 a month",6000.0,Remote,Remote
Delivery Partner/Delivery Executive,"Kochi, Kerala","₹15,000 - ₹45,000 a month",30000.0,Remote,Kerala
Fresher Software engineer at Technopark,"Thiruvananthapuram, Kerala","₹9,000 - ₹12,000 a month",10500.0,Remote,Kerala
AWS intern,Remote,Not specified,19250.0,Remote,Remote
Video Editing Intern,Remote,"₹4,000 - ₹5,000 a month",4500.0,Remote,Remote
Google Ads Executive(fresher/experience),"Ambli, Ahmedabad, Gujarat","Up to ₹35,000 a month",19250.0,Ambli,Gujarat
JET - Fresher Diploma Engineer(Mechanical/Fabrication/Production),"Surat, Gujarat","₹2,00,000 - ₹3,00,000 a year",250000.0,Remote,Gujarat
Executive Diploma Trainee,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
tellecaller,"Shimla, Himachal Pradesh","₹18,569 - ₹27,467 a month",23018.0,Remote,Himachal Pradesh
Supervisors/Incharges,"Pudukkottai, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Junior Business Analyst,"Udumalaippettai, Tamil Nadu","Up to ₹10,000 a month",19250.0,Remote,Tamil Nadu
Computer Faculty,Remote,"From ₹10,000 a month",19250.0,Remote,Remote
Process Associate,"Bhubaneswar, Orissa","₹1,00,000 - ₹2,20,000 a year",160000.0,Remote,Orissa
Fresher IT Software Training in Infopark,"Kochi, Kerala","₹9,000 - ₹15,000 a month",12000.0,Remote,Kerala
Hotel Management Trainee,"Thiruvananthapuram, Kerala","₹24,000 - ₹32,000 a month",28000.0,Remote,Kerala
Kyc Verification Executive Fresher,"Naraina, Delhi, Delhi",Not specified,19250.0,Naraina,Delhi
Video Editor,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote
Business Development Associate,"Bengaluru, Karnataka","₹4,50,000 - ₹5,00,000 a year",475000.0,Remote,Karnataka
Hindi Content Writer Intern.,Remote,"₹10,000 a month",10000.0,Remote,Remote
Digital Marketing Intern,Remote,"₹5,000 - ₹6,000 a month",5500.0,Remote,Remote
Delivery Partner/Delivery Executive,"Mangalore, Karnataka","₹20,000 - ₹60,000 a month",40000.0,Remote,Karnataka
Social Media Intern (Remote),Remote,"₹4,900 - ₹5,000 a month",4950.0,Remote,Remote
Summer Internship Programme,"Mohali, Punjab","From ₹10,000 a month",19250.0,Remote,Punjab
Wanted female office assistants,"Gandhipuram, Coimbatore, Tamil Nadu","From ₹17,000 a month",19250.0,Gandhipuram,Tamil Nadu
UI/UX Freshers (2024),Remote,"₹5,00,000 a year",500000.0,Remote,Remote
Graphic Designer Internship,Remote,"₹7,000 - ₹10,000 a month",8500.0,Remote,Remote
Trainee,"Rampur, Uttar Pradesh",Not specified,19250.0,Remote,Uttar Pradesh
Digital Marketing Intern/Fresher,Delhi,"Up to ₹10,000 a month",19250.0,Delhi,Delhi
Data Entry Operators,Delhi,Not specified,19250.0,Delhi,Delhi
Content Creator Intern,Remote,"₹5,000 - ₹10,000 a month",7500.0,Remote,Remote
QA/QC Trainee,"Vadodara, Gujarat",Not specified,19250.0,Remote,Gujarat
Document verification,"Nesapakkam, Chennai, Tamil Nadu","₹15,000 a month",15000.0,Nesapakkam,Tamil Nadu
Digital Marketing Manager,Remote,"₹32,500 - ₹36,500 a month",34500.0,Remote,Remote
Freshers - Delhi,"Delhi, Delhi","₹7,50,000 a year",750000.0,Remote,Delhi
QA Engineer Fresher,"Pune, Maharashtra","₹20,000 - ₹30,000 a month",25000.0,Remote,Maharashtra
Social Media Intern,Remote,"₹8,086.00 - ₹22,129.77 a month",15107.885,Remote,Remote
Receptionist Front Desk,"Delhi, Delhi","From ₹35,000 a month",19250.0,Remote,Delhi
Derivatives Trader,Delhi,Not specified,19250.0,Delhi,Delhi
Document verification fresher apply now,"Gurugram, Haryana","₹11,109.96 - ₹32,719.16 a month",21914.56,Remote,Haryana
Technical Support Engineer,"Bengaluru, Karnataka","₹24,000 - ₹43,000 a month",33500.0,Remote,Karnataka
Freshers / Internship,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Shipment /Pricing/ Documentation Executive - (Freshers can apply),"Tambaram West, Chennai, Tamil Nadu",Not specified,19250.0,Tambaram West,Tamil Nadu
Fresher software tester internship,"Kochi, Kerala","₹10,000 - ₹15,000 a month",12500.0,Remote,Kerala
Fresher Engineer,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Python - Fresher,"Pune, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Graduate Student,"Kochi, Kerala","₹10,000 - ₹15,000 a month",12500.0,Remote,Kerala
FRESHERS BOOTCAMP Job oriented Program,Remote,Not specified,19250.0,Remote,Remote
Project Manager,"Madurai, Tamil Nadu","₹15,000 - ₹35,000 a month",25000.0,Remote,Tamil Nadu
Cyber Security Trainee,India,"₹20,000 a month",20000.0,India,India
SEO Intern/Trainee,Remote,Not specified,19250.0,Remote,Remote
Corporate Assistant - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
Trainee Software Developer Fresher,"Vadodara, Gujarat",Not specified,19250.0,Remote,Gujarat
TRAINEE ENGINEER- NETWORK SECURITY,"Bengaluru, Karnataka","₹4,00,000 a year",400000.0,Remote,Karnataka
IT fresher(Trainee engineer),"Bengaluru, Karnataka","₹2,50,000 - ₹3,00,000 a year",275000.0,Remote,Karnataka
SEO Executive,Remote,"₹5,000 - ₹8,000 a month",6500.0,Remote,Remote
Trainee - Junior Data Analyst,"Coimbatore, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Java Fresher,Karnataka,Not specified,19250.0,Karnataka,Karnataka
Academic Advisor (Work from Home),"Perumbavoor, Kerala","₹12,000 - ₹25,000 a month",18500.0,Remote,Kerala
Research Analyst (Fresher),"Noida, Uttar Pradesh","₹3,50,000 a year",350000.0,Remote,Uttar Pradesh
Social Media Manager,Remote,"₹6,500 - ₹17,000 a month",11750.0,Remote,Remote
QA Fresher,"Ahmedabad, Gujarat","Up to ₹2,50,000 a year",19250.0,Remote,Gujarat
Google Ads Specialist,"Ahmedabad, Gujarat","₹4,00,000 - ₹7,00,000 a year",550000.0,Remote,Gujarat
Alt-Text Writer - General,Remote,"₹20,000 - ₹25,000 a month",22500.0,Remote,Remote
Talent Acquisition Specialist- Freshers,Remote,Not specified,19250.0,Remote,Remote
Accounts Assistant,"Pollachi, Tamil Nadu","From ₹15,000 a month",19250.0,Remote,Tamil Nadu
Graduate Trainee (full Time),Goa,"₹3,25,000 - ₹4,75,000 a year",400000.0,Goa,Goa
Voice Process Trainee,Remote,"₹10,000 - ₹25,000 a month",17500.0,Remote,Remote
Quality Engineer Trainee,"Bommasandra Industrial Estate, Bengaluru, Karnataka","₹4,00,000 a year",400000.0,Bommasandra Industrial Estate,Karnataka
freshers,"Aruppukkottai, Tamil Nadu","₹7,000 - ₹10,000 a month",8500.0,Remote,Tamil Nadu
Finance Intern,Remote,"₹10,000 - ₹20,000 a month",15000.0,Remote,Remote
HR Recruiter,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote
Power BI – Fresher,"Mumbai, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Field Officer,"Kokrajhar, Assam","₹15,000 a month",15000.0,Remote,Assam
HR Executive Fresher,Remote,"From ₹9,306.88 a month",19250.0,Remote,Remote
Jewel Data Entry,"Kavundampalayam, Coimbatore, Tamil Nadu","₹10,000 - ₹17,000 a month",13500.0,Kavundampalayam,Tamil Nadu
Operations Co-ordinator,"Kottayam, Kerala","₹15,000 - ₹20,000 a month",17500.0,Remote,Kerala
Data Analyst,"Tambaram, Chennai, Tamil Nadu","₹18,000 - ₹36,000 a month",27000.0,Tambaram,Tamil Nadu
Fresher opening for Manual Testing,"Ashapur, Varanasi, Uttar Pradesh","₹10,161.00 - ₹30,193.25 a month",20177.125,Ashapur,Uttar Pradesh
Quality Analyst,"Kottivakkam, Chennai, Tamil Nadu","₹17,800 - ₹35,900 a month",26850.0,Kottivakkam,Tamil Nadu
Production Fresher,"Chakan, Pune, Maharashtra","₹20,000 - ₹25,000 a month",22500.0,Chakan,Maharashtra
GET (Graduate Engineer Trainee),"Bengaluru, Karnataka","₹1,00,000 - ₹1,20,000 a year",110000.0,Remote,Karnataka
jewellery cad designer,Remote,"₹15,000 - ₹30,000 a month",22500.0,Remote,Remote
IT Recruiters – Freshers,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Factory Helpers / Helpers,"Bengaluru, Karnataka","₹14,700 - ₹20,650 a month",17675.0,Remote,Karnataka
Fresher Software Developer,"Gadarwara, Madhya Pradesh",Not specified,19250.0,Remote,Madhya Pradesh
Project Manager,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Data Analyst,"Saidapet, Chennai, Tamil Nadu","₹17,500 - ₹30,000 a month",23750.0,Saidapet,Tamil Nadu
TEACHER,"Cannanore, Kerala","₹10,000 - ₹30,000 a month",20000.0,Remote,Kerala
Hybrid Mobile App Developer,"Kuzhittura, Tamil Nadu","₹8,000 - ₹35,000 a month",21500.0,Remote,Tamil Nadu
Fellow - GI-HPB Surgery,"Kolkata, West Bengal",Not specified,19250.0,Remote,West Bengal
Digital and AI Marketing Service Executive,Remote,"₹25,000 - ₹60,000 a month",42500.0,Remote,Remote
Freshers and Experience can apply,"Patan, Gujarat","₹12,000 - ₹35,000 a month",23500.0,Remote,Gujarat
Remote IT Talent Sourcer (Fresher),Remote,Not specified,19250.0,Remote,Remote
Freelance Contributor,Remote,"₹2,000 - ₹5,000 a month",3500.0,Remote,Remote
Freelance Recruiter,Remote,"Up to ₹42,000 a month",19250.0,Remote,Remote
Customer Service Executive,"Whitefield, Bengaluru, Karnataka","₹2,50,000 - ₹3,80,000 a year",315000.0,Whitefield,Karnataka
Process Associates – BPO Non-voice,"Coimbatore, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Developer Trainee,"Cannanore, Kerala",Not specified,19250.0,Remote,Kerala
Flutter Intern,"Padmanabhapuram, Tamil Nadu",Not specified,19250.0,Remote,Tamil Nadu
Delivery Partner/Delivery Executive,"Madurai, Tamil Nadu","₹15,000 - ₹45,000 a month",30000.0,Remote,Tamil Nadu
Management Trainee,Remote,"₹5,00,000 - ₹8,00,000 a year",650000.0,Remote,Remote
Visa submission officer - Operations,"Puducherry, Puducherry","₹19,000 - ₹20,000 a month",19500.0,Remote,Puducherry
Intern/ Trainee Mobile Development,"Delhi, Delhi",Not specified,19250.0,Remote,Delhi
Drug Safety Associate,"Nashik, Maharashtra","₹28,086.00 - ₹40,714.29 a month",34400.145,Remote,Maharashtra
MEP Supervisor,"Chennai, Tamil Nadu","₹15,000 - ₹30,000 a month",22500.0,Remote,Tamil Nadu
Accounts Assistant,"Calicut, Kerala",Not specified,19250.0,Remote,Kerala
Fresher Mern Stack Developer,"Kochi, Kerala","₹10,000 - ₹13,000 a month",11500.0,Remote,Kerala
Data Entry Operator/Computer Operator,"Thiruvananthapuram, Kerala","₹14,000 - ₹16,000 a month",15000.0,Remote,Kerala
Delivery Partner/Delivery Executive,"Thrissur, Kerala","₹15,000 - ₹45,000 a month",30000.0,Remote,Kerala
Artificial Intelligence Researcher - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,19250.0,Banaswadi,Karnataka
BCA Fresher,"Bellandur, Bengaluru, Karnataka","₹2,00,000 - ₹4,00,000 a year",300000.0,Bellandur,Karnataka
TRAINEE ENGINEER,"Thiruvananthapuram, Kerala",Not specified,19250.0,Remote,Kerala
HR Internship,"Bengaluru, Karnataka","₹5,000 - ₹10,000 a month",7500.0,Remote,Karnataka
Product Intern,Remote,Not specified,19250.0,Remote,Remote
Research Associate,"Kharadi, Pune, Maharashtra","₹20,000 - ₹40,000 a month",30000.0,Kharadi,Maharashtra
Jr. PHP Developer (Fresher with 3-6 months training in PHP),"Mohali, Punjab","₹10,000 - ₹25,000 a month",17500.0,Remote,Punjab
Service Engineer - Fresher (ITI or Diploma or Any Degree),"Hyderabad, Telangana","₹18,000 - ₹25,000 a month",21500.0,Remote,Telangana
MBA Fresher,"Dharwad District, Karnataka","₹10,000 - ₹15,000 a month",12500.0,Remote,Karnataka
Vacancy For Fresher - Nathdwara Rajasthan,"Rajsamand, Rajasthan","₹12,000 - ₹14,000 a month",13000.0,Remote,Rajasthan
Billing Manager,"Ramanathapuram, Tamil Nadu","₹6,500 - ₹8,500 a month",7500.0,Remote,Tamil Nadu
SALES & GODOWN WORK,"Thiruvarur, Tamil Nadu","₹15,000 - ₹25,000 a month",20000.0,Remote,Tamil Nadu
Business Development,Remote,"From ₹30,000 a month",19250.0,Remote,Remote
Quality Analyst / Software Tester / Manual Tester,Delhi,Not specified,19250.0,Delhi,Delhi
Immediate hiring for freshers,"Coimbatore, Tamil Nadu","From ₹10,000 a month",19250.0,Remote,Tamil Nadu
HR Recruiter (IT/Non IT) Freshers,"Bengaluru, Karnataka","₹2,50,000 a year",250000.0,Remote,Karnataka
Sales Executive- Freshers can apply,"Coimbatore, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,Remote,Tamil Nadu
Coding Freshers,India,Not specified,19250.0,India,India
Data Mining (Freshers from Nagpur Location Only),"Nagpur, Maharashtra","₹8,500 - ₹12,000 a month",10250.0,Remote,Maharashtra
Power App Trainee (Freshers),"Thiruvananthapuram, Kerala","₹12,000 - ₹25,000 a month",18500.0,Remote,Kerala
Technical fresher,"Noida, Uttar Pradesh",Not specified,19250.0,Remote,Uttar Pradesh
Data Entry Operator Fresher,"Udyog Bhawan, Delhi, Delhi","₹16,000 - ₹20,000 a month",18000.0,Udyog Bhawan,Delhi
Medical Biller - DME USA,"Delhi, Delhi","₹20,000 a month",20000.0,Remote,Delhi
Logistics Executive,"Kochi, Kerala",Not specified,19250.0,Remote,Kerala
Area Executive (Agri / Milk Procurement),"Bijawar, Madhya Pradesh",Not specified,19250.0,Remote,Madhya Pradesh
Full Stack Development Intern,"Lucknow, Uttar Pradesh","Up to ₹3,00,000 a year",19250.0,Remote,Uttar Pradesh
Data Entry Operator,"Balasore, Orissa",Not specified,19250.0,Remote,Orissa
Marketing Intern,"Ramanathapuram, Tamil Nadu","₹8,000 - ₹10,000 a month",9000.0,Remote,Tamil Nadu
Management Trainee- Investments & Life Insurance for Australian Shift (Vadodara Only),"Vadodara, Gujarat","₹17,000 - ₹30,000 a month",23500.0,Remote,Gujarat
Data entry fresher apply now,"Noida, Uttar Pradesh","₹9,121.02 - ₹36,967.77 a month",23044.395,Remote,Uttar Pradesh
Personal assistant,"Delhi, Delhi","₹30,000 - ₹35,000 a month",32500.0,Remote,Delhi
Greenpeace NGO - Fundraiser,"Bengaluru, Karnataka","₹27,000 - ₹30,000 a month",28500.0,Remote,Karnataka
Fresher_Mumbai_Bhartiyavidya peeth,"Mumbai, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Programmer,"Ashok Vihar, Delhi, Delhi","₹22,000 - ₹25,000 a month",23500.0,Ashok Vihar,Delhi
Freshers - Content writter,"Chinna Chokkikulam, Madurai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,Chinna Chokkikulam,Tamil Nadu
Service Engineer( Freshers can apply),"Coimbatore, Tamil Nadu","₹12,000 - ₹25,000 a month",18500.0,Remote,Tamil Nadu
Business Development Associate,"Bengaluru, Karnataka","₹18,000 - ₹28,000 a month",23000.0,Remote,Karnataka
Junior Software Engineer,"Chennai, Tamil Nadu","From ₹2,14,538.36 a year",19250.0,Remote,Tamil Nadu
Wanted Freshers from Nagamalai Pudukottai and nearby areas,"Madurai, Tamil Nadu","₹8,000 - ₹10,000 a month",9000.0,Remote,Tamil Nadu
Duty Officer,"Kochi, Kerala","₹18,000 - ₹23,000 a month",20500.0,Remote,Kerala
Front Office Executive,"Sholinghur, Tamil Nadu","From ₹16,000 a month",19250.0,Remote,Tamil Nadu
Fresher Operations Analyst (Construction),"Bengaluru, Karnataka","₹5,50,000 - ₹6,00,000 a year",575000.0,Remote,Karnataka
Flutter Developer Intern,Remote,"₹13,192.39 - ₹62,082.66 a month",37637.525,Remote,Remote
Australian Accounting - Fresher,"Ahmedabad, Gujarat","₹15,000 - ₹50,000 a month",32500.0,Remote,Gujarat
Accounts Assistant,"Kollam, Kerala","₹12,000 - ₹15,000 a month",13500.0,Remote,Kerala
Female Kannada Telecalling Associate,"Shimoga, Karnataka",Not specified,19250.0,Remote,Karnataka
Trainee Application Support Executive (WFH),"Pune, Maharashtra","₹10,000 - ₹15,000 a month",12500.0,Remote,Maharashtra
freshers Intern,"Amravati, Maharashtra",Not specified,19250.0,Remote,Maharashtra
Pay Per Click / Google Adwords Expert / Performance Marketing,"Okhla, Delhi, Delhi",Not specified,19250.0,Okhla,Delhi
Marketing Assistant,Remote,"₹15,000 - ₹20,000 a month",17500.0,Remote,Remote
Ticketing Executive,"Kurukshetra, Haryana","₹10,000 - ₹22,000 a month",16000.0,Remote,Haryana
Quality Analyst,"Saravanampatti, Coimbatore, Tamil Nadu",Not specified,19250.0,Saravanampatti,Tamil Nadu
Software Trainee,"Chennai, Tamil Nadu","From ₹3,00,000 a year",19250.0,Remote,Tamil Nadu
Scientific Analyst - Trainee,Remote,Not specified,19250.0,Remote,Remote
Business Development Associate (BDA),"Peelamedu, Coimbatore, Tamil Nadu","₹12,000 - ₹25,000 a month",18500.0,Peelamedu,Tamil Nadu
Trainee Software Engineer,"Bengaluru, Karnataka",Not specified,19250.0,Remote,Karnataka
Student Counsellor,"Kochi, Kerala","₹15,000 - ₹30,000 a month",22500.0,Remote,Kerala
Quality Control - Trainee,"Verna, Goa",Not specified,19250.0,Remote,Goa
Cast Member,"Tenkasi, Tamil Nadu","₹1,000 - ₹5,000 a day",3000.0,Remote,Tamil Nadu
Accounts Assistant,"Borivali East, Mumbai, Maharashtra","₹10,000 - ₹20,000 a month",15000.0,Borivali East,Maharashtra
Front Office,"Chamba, Himachal Pradesh","₹20,000 - ₹25,000 a month",22500.0,Remote,Himachal Pradesh
Germany Physiotherapist,"Noida, Uttar Pradesh","₹2,00,000 a month",200000.0,Remote,Uttar Pradesh
Vacancy for BA/BBA/BCA/BSc Fresher graduates,"Baddi, Himachal Pradesh","₹1,00,000 - ₹1,50,000 a year",125000.0,Remote,Himachal Pradesh
Packaging- Technical Trainee,"Jammu, Jammu and Kashmir",Not specified,19250.0,Remote,Jammu and Kashmir
Data Entry Operator,Delhi,Not specified,19250.0,Delhi,Delhi
Pick Packer,"Pappanaickenpalayam, Coimbatore, Tamil Nadu","₹7,000 - ₹11,000 a month",9000.0,Pappanaickenpalayam,Tamil Nadu
Office Work Experience,"Samastipur, Bihar","From ₹10,000 a month",19250.0,Remote,Bihar
Graduate Trainee,"Noida, Uttar Pradesh",Not specified,19250.0,Remote,Uttar Pradesh
Quality Control,"Borivali East, Mumbai, Maharashtra",Not specified,19250.0,Borivali East,Maharashtra
Front Office Executives and Interns,"Kottayam, Kerala","From ₹22,000 a month",19250.0,Remote,Kerala
Cashier,"Perambalur, Tamil Nadu","From ₹15,000 a month",19250.0,Remote,Tamil Nadu
Commis 3,"Vasai, Maharashtra","₹8,000 - ₹12,000 a month",10000.0,Remote,Maharashtra
Academic Advisor - Female,"Kochi, Kerala","₹20,000 - ₹26,000 a month",23000.0,Remote,Kerala
Ai developer/intern,"Belgachia, Kolkata, West Bengal","₹30,000 - ₹60,000 a month",45000.0,Belgachia,West Bengal
Accounts and HR Executive (Female Only),"Santacruz West, Mumbai, Maharashtra","Up to ₹12,000 a month",19250.0,Santacruz West,Maharashtra
Analyst - Research,"Gurugram, Haryana",Not specified,19250.0,Remote,Haryana
Diploma Trainee,"Chhati, Chhattisgarh","₹13,000 - ₹15,000 a month",14000.0,Remote,Chhattisgarh
Vacancy For Fresher Photography - Girnar Ropeway Gujarat,"Junagadh, Gujarat","₹12,000 - ₹14,000 a month",13000.0,Remote,Gujarat
"CS Management Trainee (Financial Planning & Investment) Job Location:- Vadodara, Gujarat Only","Vadodara, Gujarat","₹10,000 - ₹27,000 a month",18500.0,Remote,Gujarat
